ID	adj.P.Val	P.Value	t	B	logFC	miRNA_ID	SPOT_ID	SPOT_ID.1
A_25_P00018249	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-668-5p		
A_25_P00018253	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6852-5p		
A_25_P00018255	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8081		
A_25_P00018257	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8076		
A_25_P00018259	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-552-5p		
A_25_P00018263	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6834-5p		
A_25_P00018268	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6828-5p		
A_25_P00018286	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6746-5p		
A_25_P00018292	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6798-5p		
A_25_P00018294	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1343-5p		
A_25_P00018303	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8087		
A_25_P00018305	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6738-5p		
A_25_P00018315	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7855-5p		
A_25_P00018320	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6783-5p		
A_25_P00018322	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7153-5p		
A_25_P00018324	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6890-5p		
A_25_P00018332	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7161-3p		
A_25_P00018334	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6861-5p		
A_25_P00018336	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7703		
A_25_P00018338	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6806-5p		
A_25_P00018340	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7846-3p		
A_25_P00018342	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6872-5p		
A_25_P00018344	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6842-5p		
A_25_P00018346	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-487a-5p		
A_25_P00018348	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-487b-5p		
A_25_P00018350	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-410-5p		
A_25_P00018352	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6816-3p		
A_25_P00018357	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6720-5p		
A_25_P00018361	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1908-3p		
A_25_P00018363	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7843-3p		
A_25_P00018365	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6804-5p		
A_25_P00018367	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-579-5p		
A_25_P00018369	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-2276-5p		
A_25_P00018371	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6895-3p		
A_25_P00018373	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1251-3p		
A_25_P00018375	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6783-3p		
A_25_P00018377	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6859-3p		
A_25_P00018379	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6798-3p		
A_25_P00018381	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6866-3p		
A_25_P00018383	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6742-3p		
A_25_P00018385	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6874-3p		
A_25_P00018387	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6726-3p		
A_25_P00018389	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6780a-3p		
A_25_P00018391	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6733-3p		
A_25_P00018393	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6878-3p		
A_25_P00018395	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6887-3p		
A_25_P00018397	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6755-3p		
A_25_P00018399	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6780b-3p		
A_25_P00018401	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6846-3p		
A_25_P00018403	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7112-3p		
A_25_P00018405	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6885-3p		
A_25_P00018409	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6867-3p		
A_25_P00018411	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6773-3p		
A_25_P00018413	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6769b-3p		
A_25_P00018415	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6766-5p		
A_25_P00018417	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-891a-3p		
A_25_P00018421	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6737-5p		
A_25_P00018429	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6870-3p		
A_25_P00018432	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6826-3p		
A_25_P00018434	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6864-3p		
A_25_P00018436	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6853-5p		
A_25_P00018438	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6876-3p		
A_25_P00018440	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6734-3p		
A_25_P00018444	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6729-3p		
A_25_P00018446	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6852-3p		
A_25_P00018448	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6833-3p		
A_25_P00018451	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6883-3p		
A_25_P00018453	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6829-3p		
A_25_P00018455	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6781-3p		
A_25_P00018457	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6735-3p		
A_25_P00018459	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6759-3p		
A_25_P00018461	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6803-3p		
A_25_P00018463	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6838-3p		
A_25_P00018466	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6830-3p		
A_25_P00018468	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6892-3p		
A_25_P00018470	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6868-3p		
A_25_P00018472	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6843-3p		
A_25_P00018474	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7113-3p		
A_25_P00018476	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6837-3p		
A_25_P00018478	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6808-3p		
A_25_P00018480	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6806-3p		
A_25_P00018482	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6744-3p		
A_25_P00018484	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6882-3p		
A_25_P00018486	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7110-3p		
A_25_P00018488	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6811-3p		
A_25_P00018490	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6788-3p		
A_25_P00018492	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6814-3p		
A_25_P00018494	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6761-5p		
A_25_P00018496	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8089		
A_25_P00018498	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6791-3p		
A_25_P00018502	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6853-3p		
A_25_P00018504	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1199-5p		
A_25_P00018506	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6767-3p		
A_25_P00018508	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6842-3p		
A_25_P00018510	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6727-3p		
A_25_P00018512	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1233-3p		
A_25_P00018514	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4750-3p		
A_25_P00018516	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6793-3p		
A_25_P00018518	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6796-3p		
A_25_P00018520	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6836-3p		
A_25_P00018522	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6771-3p		
A_25_P00018524	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6854-3p		
A_25_P00018526	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6802-3p		
A_25_P00018528	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6882-5p		
A_25_P00018530	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6888-3p		
A_25_P00018532	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6856-3p		
A_25_P00018534	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7109-3p		
A_25_P00018537	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6758-3p		
A_25_P00018539	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6762-3p		
A_25_P00018543	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6769a-3p		
A_25_P00018545	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6787-3p		
A_25_P00018547	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6894-3p		
A_25_P00018549	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6789-3p		
A_25_P00018551	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6823-3p		
A_25_P00018554	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6851-3p		
A_25_P00018556	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6849-3p		
A_25_P00018558	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6839-3p		
A_25_P00018560	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6893-3p		
A_25_P00018562	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6832-3p		
A_25_P00018564	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6828-3p		
A_25_P00018566	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6809-3p		
A_25_P00018568	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6889-3p		
A_25_P00018570	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7106-3p		
A_25_P00018572	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6739-3p		
A_25_P00018574	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6835-3p		
A_25_P00018576	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6750-3p		
A_25_P00018580	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6738-3p		
A_25_P00018582	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6752-3p		
A_25_P00018584	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6879-3p		
A_25_P00018586	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6756-3p		
A_25_P00018588	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6807-3p		
A_25_P00018590	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6749-3p		
A_25_P00018592	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6765-3p		
A_25_P00018594	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6810-3p		
A_25_P00018596	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6827-3p		
A_25_P00018598	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6785-3p		
A_25_P00018600	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6760-3p		
A_25_P00018602	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6776-3p		
A_25_P00018604	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6728-3p		
A_25_P00018612	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6841-3p		
A_25_P00018614	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6845-3p		
A_25_P00018618	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6784-3p		
A_25_P00018620	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6795-3p		
A_25_P00018622	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6880-3p		
A_25_P00018624	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6763-3p		
A_25_P00018626	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6848-3p		
A_25_P00018628	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6777-3p		
A_25_P00018630	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6812-3p		
A_25_P00018632	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6824-3p		
A_25_P00018634	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6819-3p		
A_25_P00018636	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6737-3p		
A_25_P00018638	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6815-3p		
A_25_P00018640	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6747-3p		
A_25_P00018642	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7114-3p		
A_25_P00018645	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6831-3p		
A_25_P00018647	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6748-3p		
A_25_P00018649	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6764-3p		
A_25_P00018651	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6770-3p		
A_25_P00018653	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6844		
A_25_P00018655	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6821-3p		
A_25_P00018657	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6778-3p		
A_25_P00018659	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6774-3p		
A_25_P00018661	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6746-3p		
A_25_P00018663	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6820-3p		
A_25_P00018665	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6871-3p		
A_25_P00018667	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6799-3p		
A_25_P00018669	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6857-3p		
A_25_P00018671	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7108-3p		
A_25_P00018673	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6890-3p		
A_25_P00018675	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6855-3p		
A_25_P00018677	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6736-3p		
A_25_P00018681	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6818-3p		
A_25_P00018683	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6740-3p		
A_25_P00018685	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6895-5p		
A_25_P00018687	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6835-5p		
A_25_P00018689	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6878-5p		
A_25_P00018691	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7159-3p		
A_25_P00018693	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5699-5p		
A_25_P00018695	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-651-3p		
A_25_P00018697	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-329-5p		
A_25_P00018699	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-504-3p		
A_25_P00018703	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-655-5p		
A_25_P00018707	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7853-5p		
A_25_P00018709	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-433-5p		
A_25_P00018711	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-889-5p		
A_25_P00018713	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6832-5p		
A_25_P00018720	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8067		
A_25_P00018722	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7976		
A_25_P00018724	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3192-3p		
A_25_P00018726	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6880-5p		
A_25_P00018728	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8074		
A_25_P00018730	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-887-5p		
A_25_P00018732	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8078		
A_25_P00018734	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7856-5p		
A_25_P00018736	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6818-5p		
A_25_P00018738	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7155-5p		
A_25_P00018740	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6830-5p		
A_25_P00018743	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548e-5p		
A_25_P00018746	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548j-3p		
A_25_P00018750	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8062		
A_25_P00018752	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6855-5p		
A_25_P00018754	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6827-5p		
A_25_P00018760	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6877-5p		
A_25_P00018762	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3928-5p		
A_25_P00018764	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6816-5p		
A_25_P00018766	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1199-3p		
A_25_P00018770	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7151-5p		
A_25_P00018772	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8079		
A_25_P00018774	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6810-5p		
A_25_P00018780	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6729-5p		
A_25_P00018782	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8085		
A_25_P00018786	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7152-3p		
A_25_P00018788	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6874-5p		
A_25_P00018790	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6771-5p		
A_25_P00018792	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1273h-3p		
A_25_P00018797	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8059		
A_25_P00018805	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8052		
A_25_P00018811	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6819-5p		
A_25_P00018813	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6845-5p		
A_25_P00018815	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6869-3p		
A_25_P00018819	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7162-3p		
A_25_P00018821	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6868-5p		
A_25_P00018824	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6851-5p		
A_25_P00018829	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6802-5p		
A_25_P00018831	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-let-7c-3p		
A_25_P00018833	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6877-3p		
A_25_P00018835	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8077		
A_25_P00018837	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6761-3p		
A_25_P00018839	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7160-5p		
A_25_P00018841	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6864-5p		
A_25_P00018846	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6732-5p		
A_25_P00018850	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6865-3p		
A_25_P00018855	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7158-5p		
A_25_P00018857	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6885-5p		
A_25_P00018859	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6743-5p		
A_25_P00018861	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7974		
A_25_P00018863	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6800-3p		
A_25_P00018865	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7153-3p		
A_25_P00018867	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7155-3p		
A_25_P00018869	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7152-5p		
A_25_P00018871	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1288-5p		
A_25_P00018873	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1296-3p		
A_25_P00018875	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-370-5p		
A_25_P00018877	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7973		
A_25_P00018879	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-208a-5p		
A_25_P00018881	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7515		
A_25_P00018887	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8060		
A_25_P00018889	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-181d-3p		
A_25_P00018891	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6768-3p		
A_25_P00018893	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6753-3p		
A_25_P00018897	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1298-3p		
A_25_P00018901	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8066		
A_25_P00018903	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8088		
A_25_P00018907	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8084		
A_25_P00018912	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-216b-3p		
A_25_P00018914	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1180-5p		
A_25_P00018916	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-653-3p		
A_25_P00018918	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-215-3p		
A_25_P00018927	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6770-5p		
